beer_name,page_&_comment_number,rating,comment
Hill Farmstead / Blaugies Le Sarrasin,"(1, 89)",4.5,"Gold with a silky white head. Nose is lemon, wine barrel, horse blanket. Taste is lemon, wine barrel. Just so so smooth. Really great clean tart finish. Silky mouthfeel."
Hill Farmstead / Blaugies Le Sarrasin,"(1, 90)",4.2,"Bottle, shared at the satellite 10K tasting CBC Clerko big grats to that man Leighton, 19/08/14.
Hazed golden orange with a big old off white head that retains well - good looker.
Nose is citric peel, dank straw, spice, mandarin, light floral, tangy citrics, tangerine.
Taste comprises tarte fruit rinds, citric peel, lemon jus, light spice, citric sherbets, funk, haybarn.
Medium bodied, fine carbonation, tangy citric lead close.
Top draw saison, great balance and flavour profile."
Hill Farmstead / Blaugies Le Sarrasin,"(1, 91)",4.3,"750 ml bottle poured a hazy gold with a small lasting white head. Aromas of straw, barnyard funk, citrus and light white pepper. Palate was light bodied and crisp with a dry tart finish. Flavors of straw, lemon zest, barnyard funk and white pepper with a crisp dry tart lingering lemon zest finish."
Hill Farmstead / Blaugies Le Sarrasin,"(1, 92)",4.2,"Bottle at Scott’s Summer Saison tasting 2014. Pour is slightly hazy lemon with a big white head and great lacing. Huge funky, citrusy, wine barrels, light pepper, lactic notes, cobweb almost gueuze like aroma. Taste is cobwebs, light urine, lemon peel, pepper, wheat, light lacto, and biscuit with a tart floral finish. Medium mouthfeel crisp carbonation. Really nice wine barrel aged saison."
Hill Farmstead / Blaugies Le Sarrasin,"(1, 93)",4.1,"Bottle @ Doodler. Thanks. Milky light yellow appearance with a white head. Really herbal and grassy nose. Funky. White peppery. A bit dank. Fairly tart, bright lemon juice, pineapple flavor. Super juicy and tart. Puckering pineapple finish. Great."
Hill Farmstead / Blaugies Le Sarrasin,"(1, 94)",3.9,"Bottle at the Satellite 10k tasting, thanks to Leighton. It pours cloudy orange-gold with a thick white head. The nose is musty, dank, dirty funky brett, dough, white grape, cheesy puffs and light blue cheese. The taste is crisp, tart, white grape, vinous, funk, sherbet, some acidity, grapefruit, dough and gooseberry with a dry finish. Medium body and moderate carbonation. Smooth, very well balanced and rather drinkable."
Hill Farmstead / Blaugies Le Sarrasin,"(1, 95)",3.9,"Super hazy yellow appearance with a little tan head on top. Fruity aromas dominate on top of some bread and lemon citrus. Flavor is better than the aroma. Lots of apricot flavor is delicious paired up against the lemon. With a beer like this it’s hard to tell what’s hops and what’s the Belgian yeast, but it works very well. Silky smooth, thick and luxuriant body. All-in a great intercontinental collaboration."
Hill Farmstead / Blaugies Le Sarrasin,"(1, 96)",4.3,"Beautifully cloudy color; fantastic retention on the head and lace. A funky/saisony, barrely, balanced farmhouse ale. Citrus, funk, oak, and yeast all in harmony. Exceptional balance overall. Dammit Shaun, this is way too good..."
Hill Farmstead / Blaugies Le Sarrasin,"(1, 97)",4.2,"Bottle share at the satellite 10k tasting at the craft clerko. Thanks Leighton. Aroma is nice light Brett, pineapple, saison yeast, funk and light spicey note. Clouded straw, yellow coloured pour with a lasting white loose head. Flavour is nice Brett funk and light tart, apricot and pineapple fruits Brett c. Palate is crisp with low puckering tartness. Suberb Brett saison. Lovely."
Hill Farmstead / Blaugies Le Sarrasin,"(1, 98)",4.3,"Une bouteille avec Patrick. 11-2013. Une bière jaune avec une mousse blanche, elle est trouble. La lumière ne traverse pas. Un nez vinaigré aux arômes de vin blanc, de bois mouillé. Il y a quelque chose de gueuze là-dedans. Une bouche tout aussi vinaigré, sèche, piquante avec des saveurs de fruits blancs, citron. Elle est crémeuse et asséchante. Franchement superbe."
Hill Farmstead / Blaugies Le Sarrasin,"(1, 99)",3.9,"Bottle... Muckfest 2014… Cloudy yellow ale with a tiny, flimsy, white head. Surprisingly good retention. The aroma is a collage of yeasty, grainy, acidic and lemony notes. Medium to full-bodied with faint carbonation. The flavor is lightly sour, bready and fruity with modest measures of yeasty and crusty bitterness in an otherwise tangy finish."
Hill Farmstead / Blaugies Le Sarrasin,"(1, 100)",4.3,Pours quite hazy white lemon in color with a white head and some nice lacing. Aroma is so delicious with funk under sweet saison yeast blended in a perfect relationship. Flavor brings tangy lemon like an Arnold Palmer that ends nicely lingering on the palate.
Hill Farmstead / Blaugies Le Sarrasin,"(2, 1)",4.1,"Bottle at Bobby’s tasting. Pours gold white head. Nose/taste of white wine, buckwheat, oak, white grape. Light tartness. Medium body."
Hill Farmstead / Blaugies Le Sarrasin,"(2, 2)",4.1,"Bottle. Yellow pour with white head. Light oak, light yeast, funky, fruit aromas. Nice tart fruit, other wild tones, fruit and spice."
Hill Farmstead / Blaugies Le Sarrasin,"(2, 3)",4.2,"Bottle thanks to a friend who made the trek to Vermont last month and shared at Muckfest V on 7/11/14. Clear gold pour with a thick white head. Aroma of funk, slight fruit and herbs. Malty and funky flavor with some herbal character before a white wine finish."
Hill Farmstead / Blaugies Le Sarrasin,"(2, 4)",4.4,"> Fluffy lemon citric saison/sour 


[ Bottle ][ 750mL ][ Hill Farmstead ][ $30 ][ Tired Hands Stemware ][ 7.19.14 ]

>> Rating #8200. Pours a full haze, super bright straw with medium, bright white head. Big, webby lacing. Nose is big house yeast, soft bread/dough, white wine barrel, winter mint, lemon plant/leaf, citron. Taste is lemon forward, quite citric and salty, soft white bread, no buckwheat. So citric, not really saison to me, more just white wine forward sour. Palate is clean, super fluffy, light bodied, buoyant. Feels like 6% abv if I were to guess.


>!< high lemon citric"
Hill Farmstead / Blaugies Le Sarrasin,"(2, 5)",4.4,"Bottle huge thanks to GT. Pours a glowing lightly hazy yellow with medium soapy head. Bright bouquet of lime, tropical fruits, citric hops, pineapple, lemon leaf, white wine. Extremely soft and juicy palate, with flavors of lemon-lime, white wine barrel, yeast, acid, and lemon oil. Crazy clean, very strong."
Hill Farmstead / Blaugies Le Sarrasin,"(2, 6)",4,"Bottle, thanks GT2, Golden pour, white head, nose is tart, lemon, zesty, taste is tart, a lot more sour than expected, awesome."
Hill Farmstead / Blaugies Le Sarrasin,"(2, 7)",4.2,"Bottle shared by Bytemesis! This guy just keeps cracking great beers! Nose is tart lemons and citrus with a strong bretty character and funk. Lots of carbonation to keep it lively. Pleasant tartness in the flavor, just a touch of sweetness and slight tannins. Very good."
Hill Farmstead / Blaugies Le Sarrasin,"(2, 8)",4.1,"750 ml bottle shared by JaBier at Muckfest 2014 - thanks a ton, Alan! Pours a pale, cloudy yellow color with a rocky white head that laces the glass. Notes of lemon, sourdough, yogurt, lime, salt, sawdust, earth, oak, grass, horseblanket, and wheat. Light-bodied, with moderate carbonation and a tart, funky, dry, earthy mouthfeel. Excellent saison. This is one I want to come back to again soon."
Hill Farmstead / Blaugies Le Sarrasin,"(2, 9)",4.3,"Bottle with thanks to nimbleprop, shared at the Homer ""welcome to California"" tasting. Pours cloudy golden straw, medium creamy white head, slow to dissipate leaving nice lacing. Aroma is tart lemon, some barnyard funk, oak tannins. Flavor is lightly tart, just a light but very pleasant funk, fruity esters, mineral water, lemon. Medium body, effervescent, soft silky mouthfeel characteristic of HF beers. Yummy."
Hill Farmstead / Blaugies Le Sarrasin,"(2, 10)",4.4,"Pours a slightly hazy rusty golden color with three fingers of fizzy white suds. Nose is funky with vinous musk, wet barrel, fieldgrass, citrus, lime and complex round grain. Palate follows the nose but opens up even more into a complex array of vinous fruit, tart citrus, light tannic oak, sourdough, dusty basement funk and a beautiful soft velvety mouthfeel with perfect carbonation. Delicious !"
Hill Farmstead / Blaugies Le Sarrasin,"(2, 11)",4.4,"Une bouteille datée du 11/2013. Un liquide blond avec une superbe mousse blanche. Une dentelle déroulée. Au nez, c’est spectaculaire. Les levures, le grain pâle rustique, le yaourt de yak, les vents d’une gueuze, la flore bactérienne et les notes aigres me font perdre pied. Les saveurs sont fantastiques. Ça goûte le sexe belge et la peau américaine. En bouche, c’est parfait. Le corps sublimé est en culbute. En finale, ma langue transpire le raisin et fouette chaque désir d’une joie épicée."
Hill Farmstead / Blaugies Le Sarrasin,"(2, 12)",4,"75cl, no mention of ABV, new exclusive American collab. brew Anno 2014, with buckwheat, from De Hopduvel Gent, very complex sour brew, sour/fruity/vinous and slightly woody/floral/spicy, yet easy to drink, very balanced, cloudy, good head, very good brew, yet very expensive!"
Hill Farmstead / Blaugies Le Sarrasin,"(2, 13)",4.4,"Bottle thanks to Will. Pours a cloudy golden with small frothy white head that lasts leaving sticky lacing. The aroma is strong brett, oak, funk. Thin mouthfeel with nice juicy brett, light floral,fruit, easy to drink, very impressive."
Hill Farmstead / Blaugies Le Sarrasin,"(2, 14)",4.2,"750ml bottle from the brewery, split with my bride. Pours a light amber color with a white head and some lacing. Aroma is acetic, lemon, white wine. Light to medium on the palate with soft, creamy carbonation. Flavor is tart, citrus lemon, white wine, grassy, some bread, wheat, a little nutty, with a dry, tart finish. Wow indeed."
Hill Farmstead / Blaugies Le Sarrasin,"(2, 15)",4.7,Nice lemon color hazy fine white foam lemony citrusy. Such a full aroma. Lots of barnyard aromas. Lightly acidic well softened. Water minerals. Leather cheesy. Wow. I could die drowning in this. Wow
Hill Farmstead / Blaugies Le Sarrasin,"(2, 16)",4.3,"bottle shared by mathieuc, many thanks bro. hazy if not cloudy light golden with a very nice aerial off-white head, good retention and lacing. dusty pale graininess, very yeasty - dusty but also very fruity and spicy, very fruity and juicy in fact, gentle and complex tartness - bretts, lactos and other usual suspects, strong vinous character - white wine obviously, bitter herbs, tart lemons and limes, light sulfur notes. lively and bright carbonation, light body, dry, tart, astringent and spicy-grassy finish. excellent stuff.."
Hill Farmstead / Blaugies Le Sarrasin,"(2, 17)",4.3,"Bottle (750 ml). Shared by mathieuc, thanks! Slightly hazy golden with a medium white head and good lacing. Aroma is super juicy with brettanomyces, wine, light peppery notes, gentle tartness, lemony notes and a tiny presence of sulfur. Taste is also really juicy with an important but really well integrated winey presence, brettanomyces, nice bright tartness and lemony notes. Medium body. Medium carbonation (perfect for the style). Winey mouthfeel. Clean. Moderately dry finish. Multi-layered Saison with a great barrel treatment. Juicy, winey, tasty, complex and quenching. If it was not of the light sulfur presence in the note, it might be the best Hill Farmstead Saison. Great beer!"
Hill Farmstead / Blaugies Le Sarrasin,"(2, 18)",4.2,"Bottle 750ml.
Pours hazy blond with high white head. Intense lacing. Aroma is of citrus, bretts, sugar, barnyard, sulfur, pepper. Taste is of citrus, some acidity, lots of citrus, grapefruit juice, tart. Palate: Light body. Soft-medium carbonation. Overall: Very good. The best beer brewed with buckwheat I’ve ever had. Nose has some weird sulfur notes at fist, but this quickly dissipates."
Hill Farmstead / Blaugies Le Sarrasin,"(2, 19)",4.2,"Pours a hazy golden with a small white head that leaves nice dentelle on the glass. Nose is fruity, floral, vinous and bretty. Juicy white grapes and flowers, really nice! Taste is tart, offers fresh cereals and flour along with some nice and bright fruity flavors. Mouthfeel is vinous, body medium and carbonation pretty high and festive. Overall a really nice, refreshing and ultra drinkable Hill Farmstead saison!"
Hill Farmstead / Blaugies Le Sarrasin,"(2, 20)",4.8,"BOOM! Laser show. This is up ther with flora and art. I love these saison barrel treatments, more complexity than 30 year old port ellen scotch and more structure than a 1st growth Bordeaux."
Hill Farmstead / Blaugies Le Sarrasin,"(2, 21)",4.9,"Grabbed this bottle 2 weeks ago, $30 @ 2 per person, quite steep but when you compare it to the $20 375ML younger wild ales from so many breweries, it’s not a bad price. This is effectively a french wine barrel aged saison brewed using organic ingredients and spent up to 6 months bottle conditioning. Just my personal thoughts about the price. Anyway, this sat in my fridge for the 2 weeks since purchase and enjoyed 3 ways



A -  Gorgeous orange gold slight hazziness. 1 finger head fades to a thin line. Slightly sticky lacing. 



S - Nose is a huge wine bursting tart with a mild acidity of fresh oranges. Lots of citrus tart lovely I mean this nose is incredible. 



T -  Taste is challenging to describe. Super bright juicy ripe fruit, super tart and lively hearty but extremely well balanced between a wheat, light bitterness and lemon with an oaky vinous texture.



M - A mouthfeel that is thick and full of bubbly sparkling wine and the tartness resembled raspberry and honey. I don’t know what buckwheat tastes like but I would imagine the minor haze and chewy effervescent is due to that.



O - This s super drinkable! Really delicious and I’m glad I have a few of these to enjoy over the next year or so! Great work Blaugies and Hill Farmstead."
Hill Farmstead / Blaugies Le Sarrasin,"(2, 22)",4.1,"750 ml bottle. Hazy gold with a thin layer of foamy white head. Grape skins, oak, yeast and a hint of citrus. Nice. 


Flavor shows me white wine like a Chardonnay with a wheat base. Tart grapes and oak throughout with a light crisp hint of citrus in the finish. Nice oak character that has a mild funkiness providing a slight pucker in the back of my taste buds. Great sipper."
Hill Farmstead / Blaugies Le Sarrasin,"(2, 23)",4.5,"Pours gushy straw color. Aroma is masterfully bretty lemon spices light oak and pepper. Taste is sharply tart citrus, basement, dough, and light vinous wine. Really great beer and worth the cost."
Hill Farmstead / Blaugies Le Sarrasin,"(2, 24)",3.8,"Poured a hazy orange with a whisp of head. Nose of standard HF saison yeast, mild tropical fruit. Flavor is tart, bready, stone fruit, slightly metallic. Good but think it will be great in 5-6 months"
Hill Farmstead / Blaugies Le Sarrasin,"(2, 25)",4.4,"750ml bottle in a tulip. Pours hazy golden with a lacy, white head. Aroma of wine, the characteristic HF tartness, some wheat and pale malts, hints of hops but not really. Flavor incredible with mainly just the tartness and wine and light malts dominating. Characteristic HF texture. This beer is incredible - I didn’t expect to give it the same numeric rating as Flora with Blueberries, but I did, because it’s awesome."
Hill Farmstead / Blaugies Le Sarrasin,"(2, 26)",4.7,"Pas assez souvent je retrouve cette exubérante lutte entre le gras bretté et les pointes vineuse. Une fois libérée de son effervescence, elle pourrait passer pour un grand vin."
Hill Farmstead / Blaugies Le Sarrasin,"(2, 27)",4.9,"Hazy golden color witha medium sized, white head that left nice lacing on the glass. Aroma of vanilla, wood, wine, toast, citrus, and lighter honey. Taste of citrus, toast, some vanilla, wood, spices, light pepper, white wine and a crisp finish. Really fantastic."
Hill Farmstead / Blaugies Le Sarrasin,"(2, 28)",4.5,"750ml bottle. Poured a hazy golden color with an averaged sized head. Yeast, some woody/earthiness, white wine, grape skins, lighter funkiness, some spices and citrus. This one was very nice and I could drink this all day long!"
Schramm's The Statement Reserve,"(1, 1)",4.1,"I should apparently be hugely indebted to Matt for this whale share! Pours clear burgundy, no head or lacing. Aroma is…"
Schramm's The Statement Reserve,"(1, 2)",4.9,"Batch 1 bottle courtesy of tkrjukoff. Pours deep bluish ruby red leaving some beautiful legs in the glass. Smell is intense and fruity with honey, sour cherries, lime juice, almond milk, moist soil, moss, dried pine needles, alcohol and lemon zest. Taste is sweet, sour, heavy fruity and tiny earthy. Mouthfeel is viscous, oily, round, tart, slightly boozy and near full bodied. Finish is sweet and sour with honey, sour cherries, miss, dried pine needles, bees wax, hay, alcohol and lemon peal. Amazing fruited mead. Simple but just so damn spot on its hard to beat. Tartness and sweetness in intense perfect harmony!

Re-rate! Batch 2 bottle received in trade. Thank you tectactoe! Cellared since receiving it some years ago. Insane sour cherry character with plenty of leathery depth. One of the absolute best melomels I’ve ever had the pleasure of drinking."
Schramm's The Statement Reserve,"(1, 3)",4.4,"April 29, 2017. Bottle at Schramm’s Balcony Bonanza (indoor edition). 

Dark purple with very nice oily legs. Aroma is fruity and vinous, sweet juicy cherries, some almond notes, light herbal and floral honey, a hint of candied orange.
Taste is sweet, tart, fruity and vinous. Medium to full boided, oily texture. Slightly dry tart vinous finish yet smooth, cherry skins and sweet juicy cherries. 

Amazing, vinous and very soft honey profile."
Schramm's The Statement Reserve,"(1, 4)",4.8,"Bottle shared at schramm’s balcony bonanza. Side by Side with regular statement. 2nd batch, Nose is less sweet compared to statement, light tart cherries, fine red wine like, light almond, cherry pit, more balanced, less of the honey sweetness. Light oak sweetness, amazing bodied. Just when you thought a cherry mead couldn’t get any better as statement"
Schramm's The Statement Reserve,"(1, 5)",4.8,"A: Deep purple coloured N: Cherry, honey, merlot grapes T: Cherry! Vineous, honey O: Wow... Very very good and excellent balanced!"
Schramm's The Statement Reserve,"(1, 6)",4.2,"Shared bottle. Pours dark reddish purple. Aroma of dark fruit. Taste is cherries, berries, and honey. Exquisite."
Schramm's The Statement Reserve,"(1, 7)",4.4,2014 bottle. Thanks Masterski. Reddish like cherry juice. Amazing cherry aroma. Lovely smooth. A top mead. Delicious.
Schramm's The Statement Reserve,"(1, 8)",4.8,"Gorgeous deep red pour, nose is intense wine like fruit flavor with mostly cherry but also some black raspberry, delicate honey aroma. Flavor is extremely full and intense. Juicy cherry and mixed berry with a lingering Honey finish. Truly a first class honey wine. Thanks for sharing, you know who you are!"
Schramm's The Statement Reserve,"(1, 9)",4.3,"375 mL bottle. Pours deep red. Intense cherry. Smells a little bit of red wine. Tastes of rich and lightly acidic cherries. Becomes kinda winey again, but the honey brings it back to mead. Long tart cherry finish. Wonderful fruit flavor tempered by honey."
Schramm's The Statement Reserve,"(1, 10)",4.8,"Bottle - Pours dark red. Nose is honey, cherries. Taste is sweet, honey, cherries. It’s decadent in an awesome way."
Schramm's The Statement Reserve,"(1, 11)",4.9,"Easily the best cherry based drink on Earth. So much cherry, honey and perfect mouthfeel. I think Heart of Darkness is slightly better because of the depth from the different kinds of fruit, but this is the pure essence of cherry. Is it that much better than the Statement? Yes, yes it is."
Schramm's The Statement Reserve,"(1, 12)",4.8,Amazing stuff. I’m just not sure that I wouldn’t take five statements over one SR!?
Schramm's The Statement Reserve,"(1, 13)",4.6,"Sample at Schramm’s on 8/9/15. Dark purple pour with no head and sticky legs. Aroma of sweet cherry, and sweet honey. Sweet cherry and honey flavor with some tart cherry before a sweet and tart cherry pie finish."
Schramm's The Statement Reserve,"(1, 14)",3.9,"Bottle at 2015 Sweet & Sour.
Batch 2.
Dark black currant to very dark red wien color, no head, some thick legs. Alcohol, some berries, hints of almond paste, some berries scent. Thick mouthfeel, tart finish. Black currants, sweet taste. Almond paste aftertaste."
Schramm's The Statement Reserve,"(1, 15)",4.9,Mother of God. This stuff is damn perfect. Just an amalgam of awesome. Chocolate covered cherry explosion. The only beverage in the world better is Heart of Darkness. This is the best of the best. Ken at the top of his mad scientist game.
Schramm's The Statement Reserve,"(1, 16)",5,"Perhaps the best near on the planet and for sure the best I’ve ever had. Huge cherry on the nose, awesome! Again like many schramms a nice dry/sweet balance, leaning toward the fruit."
Schramm's The Statement Reserve,"(1, 17)",5,"Behind Black Agnes, this is my favorite mead on planet earth. Sweet. Thick. Rich. Chocolatey and amazing. It’s like someone squeezed a deliciously tart cherry right into my glass. Just the tiniest amount of heat in the throat. Guh"
Schramm's The Statement Reserve,"(1, 18)",4.4,"Statement Reserve is a strong contender for Schramm’s best mead, my own personal palate prefers Cranberry and HoD, but there is no denying SR is fantastic.

Launch this with a NY Strip, steamed green beans, and simple baked potato"
Schramm's The Statement Reserve,"(1, 19)",5,"Great cherry aroma, fantastic dark purple color, tart cherry with a hint of sweetness, coats the mouth in awesomeness."
Schramm's The Statement Reserve,"(1, 20)",4.2,"Bottle at Timos Summer Tasting 2005-08-15. Deep red/purple color, no head. Great aroma from sour cherries, almond, raisins, honey, tart notes, some vanilla. Fruity honey flavor, sour cherries, cherry seeds, vinous, almonds, some grapes. Full bodied with alcohol well hidden. Very good."
Schramm's The Statement Reserve,"(1, 21)",4.2,"Pour to snifter at Schramm’s. Looks good; a still semi-transparent black cherry. Smells phenomenal; a rich, complex balance of black cherry and honey with a bit of tartness on the back end. Tastes like it smells, but sweeter and a bit more tart, with a smooth medium full-bodied mouthfeel. Outstanding stuff."
Schramm's The Statement Reserve,"(1, 22)",4.3,"Bottle thanks to Brian. Pours a clear purple with no head. The aroma is strong red wine, honey, raspberry. Thin mouth, jammy, berry, honey, vinous, really enjoyed this one."
Schramm's The Statement Reserve,"(1, 23)",4.5,"Bottle - No Label Taken - Pours purple - nose/taste of berry, honey, oak and vanilla - Medium body."
Schramm's The Statement Reserve,"(1, 24)",4.3,"Bottle thanks skrip. Ruby purple pour. Cherry, jam, tart tones, some sweet honey aromas.flavors are sweet, honey and cherry; a touch of tartness. Awesome mead."
Schramm's The Statement Reserve,"(1, 25)",3.4,"Bottle at the Charlottesville Tasting shared by jackl, thanks! Dark purple, no head. Aromas of grapes, red wine, dark fruit. Tastes of grapes, red wine, sweet honey. Medium-light body with a dry finish. Red wine-like mead."
Schramm's The Statement Reserve,"(1, 26)",4,"375 mL bottle shared by jackl, the source of all my Schramm ratings, at the CVille Foxy Knoxy tasting. Huge thanks! Clear dark viscous red. Aroma of tart and sweet cherries, caramel, honey. The taste is tart cherries, cranberry, honey, citrus, vanilla. Full bodied, jammy, lingering sweetness and tartness."
Schramm's The Statement Reserve,"(1, 27)",3,"Blackberry and honey nose. Clear purple, still. Concord grape, very sweet, little honey character. Medium body, velvety."
Schramm's The Statement Reserve,"(1, 28)",3.9,"Bottle courtesy of jackl, a huge thanks! Royal purple color, legs. Aroma of sour cherry, plum, raspberry. Taste is pure cherry marmalade, floral honey. Delicious."
Schramm's The Statement Reserve,"(1, 29)",4.2,Bottle via trade @ the C’ville Tasting. Deep blood red with no head. Nose of meaty cherry and raspberry. Full sweet fruit coulis. Taste is similar. Simple cherry meat and honey. So vibrant and rich. Decadent stuff. like a great dessert wine.
Schramm's The Statement Reserve,"(1, 30)",4.7,"Fuck Ya! Purple pour. Cheries, berries, sweet honey, perfect tartness. This is fucking perfection."
Schramm's The Statement Reserve,"(1, 31)",4.5,"So Hoppypocket just sends me this sample out of the blue. Insane, thanks so much man!!

Deep burgandy-red, nice legs after a swish. Looks pretty viscous. Intense cherries on the nose like a concentrated juice with a touch of that cinnamon-almond cherry stone and some sweet honey. Taste follows along the same lines. Nice light sourness balances the sweet honey with all that juicy cherry. I think I could drink half a gallon of this without much trouble."
Schramm's The Statement Reserve,"(1, 32)",4.4,"1 oz sample thanks to Tom10101, thanks again man! Apperance is still dark purple. Aroma is rich cherries, honeycomb, strawberry, and red grapes. Taste is cherry tartness up front, followed by honey and more fruit mixed in with some light vinous undertones, thick mouthfeel with a sweet succulent finish. This stuff bursts with fruit flavour, just outstanding...wow."
Schramm's The Statement Reserve,"(1, 33)",4.8,"Pours a deep purple. Aroma of heavy cherry and honey. Insane legs in the glass. Viscous, intense cherry flavor. Just a superb melomel."
Schramm's The Statement Reserve,"(1, 34)",4.2,"This poured a deep dark red. Still. Aroma was dark cherry skins, cherry flesh, some red wine character and light honey booze. Flavor was sweet dark cherries, some honey soaked wood and soft port. Really complex stuff."
Schramm's The Statement Reserve,"(1, 35)",4,"Pour out of bottle at the meadery, dark reddish purple pour, still pour. Big tart cherry, black cherry, sweet herry jam as well into some caramelized honey, vanilla, some floral notes. Taste is a mix of flowers, honey, and vanilla into nice cherry jam, tart cherry as well, almost a slight medicinal note but it goes away quick. I like this, but for the price prefer HOD."
Schramm's The Statement Reserve,"(1, 36)",4.4,"Bottle (375 ml). 2½ oz pour + 1 oz the day after opening the bottle. Thanks to Matt for the bottle!



Appearance: Deep purple with really nice legs. 



Aroma: A good amount of alcohol at first, but it then settle down as it breathe. Vibrant fresh tart cherries presence with some spiciness, herbal notes and honeyed sweetness. 



Taste: Sweet, but almost perfectly balanced by the acidity and the tartness of the cherries. Here again the cherries are fresh and vibrants. Light to moderate spiciness, honey, a bit boozy and some herbal presence. 



Palate: Medium to full body. Syrupy. Dryer than expected with a nice warming finish from the alcohol and the light spices. Despite being somewhat dry, there’s still some lingering sweetness too (not cloying). 



Overall: This is a damn fine drink! A perfect sipper, except for the fact that it’s too drinkable. It’s probably nearly impossible to do a better job at showcasing the Schaarbeek cherries. Complex, warming and so tasty! The only ""bad"" thing I can say about this one is that, for the price, it’s certainly not 3-4 x better than Black Agnes (in fact I would say that Black Agnes is almost as good if not as good). Now I can’t wait to try Heart of Darkness. 



NOTE: It was as good if not better the day after we opened the bottle."
Schramm's The Statement Reserve,"(1, 37)",4.4,"Poured at Schramms. Deep red purple clear. Still. Huge fruit aroma, cherry raspberry blackberry honeycomb honey pollen. Taste pretty boozy fresh honey complex berry. Killer"
Schramm's The Statement Reserve,"(1, 38)",4.6,Bottle. Deep purple color and thick. Spiced red wine berry aroma. Taste is thick sweet honey with cinnamon dipped berry. Wow
Schramm's The Statement Reserve,"(1, 39)",4.2,"500 mL bottle supplied by WillRunForBeer - many thanks! To tumbler, it pours a rosy crimson dark red. Aromas of marion berries, black cherries, charcoal, blueberries, graham cracker crusts, nutmeg, and black raspberries. Tastes the same with the addition of mint honey (I know this ingredient was not used), caramel apples, and blueberry mixed drink. Kickable, but smooth; I ignorantly assumed this would be syrupy as hell, but, Jesus, is this a wonderfully juicy mead. Bravo!"
Schramm's The Statement Reserve,"(1, 40)",4.1,"2014 Vintage @ Willrunforbeer’s grand mead tasting. Have to thank umich03jm for trading this bottle to Brian. Dark ruby garnet color. Aroma is is blackberry, cherry and slight honey. 


Cherry skins, cherry wine, lightly sour. The finish is sweet without being cloying. Nice fuller body. Nice lingering berries, dry finish."
Schramm's The Statement Reserve,"(1, 41)",4.6,"This is a blood red, purplish color with really nice legs. Nose is actually really interesting. It smells almost too fresh, boozy, cinnamon, nutmeg and ginger. it’s actually a very herbal nose followed by the definitive cherry nose. The taste is quite excellent. Really nice almost no booze, great sweetness that matches well with the sour cherries certainly a top tier cherry used in this beer. The only flaw is that at the finish, I get a faint latex glove,plastic taste. I can only hope that fades with time. Super drinkable. this is not a mead, this is some next level jamba juice gone organic w/ god tears."
Schramm's The Statement Reserve,"(1, 42)",4.3,"2014 release sent by umich03jm, huge thanks for this one! Pours garnet red purple. Aroma is honey, wildflowers and cherry. Flavor is intense natural tart cherry and honey."
Schramm's The Statement Reserve,"(1, 43)",4.4,Poured from bottle thanks Willrunforbeer/umich03jm. Pours clear dark purple with a strong aroma of ripe berries. Taste is sweet cherry and honey with a smooth rich mouth feel. A wonderful mead.
Schramm's The Statement Reserve,"(1, 44)",4.3,"Bottle@Sad Fish tasting aka Haarlemmestraat tasting aka Elite tasting aka did Dean do something (stupid) today aka Benzais’ endless triangle travel aka Chris’ Birthday tasting:
Bottle: #10/36: Thanks Vin: Served in a taster:
Deep dark ruby red.
Aromas of cherries, marzipan, honey, some leather, light amarena cherries.
Flavour of honey, cherries, spices, bit dry and some wood.
Aftertaste is dry with cherries, bit sweet, honey and some wood.
No carbo, soft watery mouthfeel, close to full body and a dry texture.
Amazingly smooth!"
Schramm's The Statement Reserve,"(1, 45)",4.3,"Bottle, shared by PhillyCraft. Clear deeep red - purple pour. Aroma is really great, tons of berries, cherry, blackberry, black cherry ice cream, almond. Taste is surprisingly not sweet, light cherry sweetness but overall pretty dry, some herbal notes cherry skin. Palate is med full bodied. Really, really nice."
Schramm's The Statement Reserve,"(1, 46)",3.9,"Bottle [no 10 of 36] shared @ tasting. Very dark red to purple color, virtually no head. Smells like warm dark overripe cherries. Taste is dark overripe cherries, only slightly sweet, a bit hard to describe really. Dry finish, quite vinous. Rich flavors, still balanced. Pretty damn nice!"
Schramm's The Statement Reserve,"(1, 47)",4,"Bottle care of Steve, thanks man. shared with some nuggahs in Amsterdam. Pours reddish purp with no head or lace. Aromas and flavor of vino, cherry water ice, amaretto, perfume so much authentic fruit sweetness. Warming throughout the body, not boozey. Very nice but not sure if worth the price tag imo."
Schramm's The Statement Reserve,"(1, 48)",4.1,"Bottle shared, big thanks to phillycraft. Pours dark purple with no real head. Aroma of strong dark cherry, hairspray, perfume, blackberries. Flavour is moderate sweet, the sweetness set back by dryness and the pure fruitiness. Full bodied with soft carbonation."
Schramm's The Statement Reserve,"(1, 49)",4.2,On tap at the brewery on mead day 2014. Pours a very dark pour with a crimson tint. A berry aroma. A very tart upfront taste. A nice almost raspberry feel. Very pure. Very dry. Really good. A very soft feel.
Schramm's The Statement Reserve,"(1, 50)",4.3,From bottle at Schramm’s. Pour is deep ruby with no head. Aroma and flavor are huge cherry with some added notes of honey and oak. Finish is sweet cherry juice. So much cherry that the 14% abv is almost masked completely. Unreal.
